age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,y
34.00,1,1.00,7.00,3.00,2.00,2.00,2.00,5.00,2.00,299.00,1.00,999.00,0.00,1.00,2.00
24.00,8,2.00,4.00,2.00,2.00,2.00,1.00,4.00,2.00,450.00,1.00,999.00,0.00,1.00,1.00
29.00,10,2.00,5.00,3.00,1.00,2.00,1.00,11.00,4.00,239.00,1.00,999.00,0.00,1.00,2.00
57.00,1,1.00,1.00,3.00,1.00,1.00,1.00,11.00,5.00,134.00,2.00,999.00,0.00,1.00,2.00
39.00,10,2.00,5.00,2.00,2.00,2.00,1.00,5.00,3.00,940.00,3.00,999.00,0.00,1.00,2.00
32.00,8,1.00,4.00,2.00,2.00,1.00,1.00,7.00,2.00,302.00,3.00,999.00,0.00,1.00,2.00
41.00,3,1.00,5.00,2.00,1.00,2.00,1.00,7.00,4.00,156.00,1.00,999.00,0.00,1.00,2.00
35.00,1,1.00,3.00,2.00,1.00,2.00,1.00,4.00,5.00,199.00,2.00,999.00,1.00,2.00,2.00
23.00,10,1.00,5.00,2.00,2.00,2.00,1.00,7.00,4.00,81.00,3.00,999.00,0.00,1.00,2.00
59.00,10,3.00,5.00,2.00,1.00,2.00,1.00,8.00,5.00,492.00,5.00,999.00,0.00,1.00,2.00
30.00,1,1.00,1.00,2.00,2.00,2.00,2.00,5.00,3.00,252.00,2.00,999.00,0.00,1.00,2.00
33.00,8,2.00,7.00,3.00,2.00,2.00,1.00,5.00,3.00,74.00,3.00,999.00,0.00,1.00,2.00
30.00,8,2.00,4.00,3.00,1.00,2.00,1.00,5.00,5.00,55.00,2.00,999.00,1.00,2.00,2.00
43.00,5,1.00,2.00,2.00,2.00,2.00,1.00,8.00,3.00,157.00,2.00,999.00,0.00,1.00,2.00
34.00,2,1.00,2.00,2.00,2.00,2.00,1.00,5.00,3.00,213.00,1.00,999.00,0.00,1.00,2.00
39.00,2,1.00,5.00,2.00,1.00,2.00,2.00,5.00,1.00,580.00,2.00,999.00,0.00,1.00,2.00
39.00,7,2.00,2.00,2.00,2.00,2.00,2.00,5.00,2.00,311.00,1.00,999.00,0.00,1.00,2.00
30.00,8,1.00,5.00,2.00,2.00,2.00,1.00,5.00,1.00,66.00,3.00,999.00,0.00,1.00,2.00
56.00,6,1.00,2.00,2.00,1.00,2.00,1.00,11.00,3.00,968.00,2.00,3.00,3.00,3.00,1.00
32.00,1,1.00,7.00,2.00,1.00,1.00,1.00,5.00,1.00,101.00,2.00,999.00,0.00,1.00,2.00
98.00,6,1.00,3.00,3.00,1.00,2.00,1.00,10.00,5.00,272.00,2.00,999.00,0.00,1.00,1.00
62.00,2,1.00,2.00,2.00,1.00,2.00,1.00,8.00,5.00,116.00,1.00,999.00,0.00,1.00,1.00
47.00,1,1.00,3.00,3.00,1.00,1.00,1.00,7.00,1.00,140.00,4.00,999.00,0.00,1.00,2.00
44.00,1,1.00,5.00,2.00,2.00,2.00,1.00,10.00,5.00,283.00,1.00,999.00,2.00,2.00,2.00
32.00,1,1.00,1.00,3.00,1.00,2.00,1.00,7.00,1.00,91.00,9.00,999.00,0.00,1.00,2.00
30.00,2,2.00,4.00,2.00,2.00,2.00,1.00,11.00,4.00,56.00,4.00,999.00,0.00,1.00,2.00
56.00,6,2.00,2.00,2.00,1.00,2.00,1.00,11.00,3.00,68.00,1.00,999.00,0.00,1.00,2.00
31.00,5,2.00,2.00,2.00,2.00,2.00,1.00,8.00,1.00,1099.00,2.00,999.00,0.00,1.00,2.00
35.00,2,2.00,5.00,3.00,1.00,2.00,2.00,5.00,2.00,352.00,4.00,999.00,0.00,1.00,2.00
47.00,5,1.00,3.00,3.00,1.00,2.00,2.00,5.00,1.00,219.00,1.00,999.00,0.00,1.00,2.00
53.00,10,3.00,5.00,2.00,1.00,1.00,1.00,7.00,2.00,639.00,3.00,999.00,0.00,1.00,2.00
28.00,1,2.00,1.00,2.00,1.00,1.00,1.00,5.00,2.00,637.00,3.00,999.00,0.00,1.00,1.00
54.00,4,1.00,5.00,2.00,2.00,2.00,1.00,7.00,2.00,604.00,2.00,999.00,0.00,1.00,2.00
31.00,1,2.00,1.00,2.00,2.00,2.00,2.00,6.00,3.00,350.00,7.00,999.00,0.00,1.00,2.00
34.00,2,2.00,4.00,2.00,2.00,2.00,1.00,7.00,3.00,346.00,1.00,999.00,1.00,2.00,1.00
55.00,1,1.00,3.00,3.00,2.00,2.00,2.00,5.00,1.00,102.00,2.00,999.00,0.00,1.00,2.00
36.00,2,2.00,2.00,2.00,2.00,2.00,2.00,6.00,2.00,70.00,10.00,999.00,0.00,1.00,2.00
37.00,8,1.00,4.00,2.00,2.00,2.00,2.00,5.00,1.00,108.00,2.00,999.00,1.00,2.00,2.00
34.00,2,1.00,2.00,2.00,1.00,2.00,1.00,8.00,5.00,258.00,1.00,999.00,0.00,1.00,2.00
49.00,10,1.00,5.00,3.00,1.00,2.00,2.00,11.00,1.00,27.00,1.00,999.00,0.00,1.00,2.00
35.00,2,1.00,2.00,2.00,2.00,1.00,1.00,5.00,4.00,17.00,7.00,999.00,0.00,1.00,2.00
54.00,10,1.00,1.00,2.00,2.00,1.00,1.00,7.00,4.00,50.00,9.00,999.00,0.00,1.00,2.00
48.00,6,3.00,5.00,2.00,1.00,2.00,2.00,5.00,1.00,136.00,2.00,999.00,0.00,1.00,2.00
41.00,2,2.00,2.00,2.00,2.00,2.00,2.00,5.00,3.00,265.00,2.00,999.00,0.00,1.00,2.00
42.00,8,1.00,4.00,2.00,2.00,2.00,1.00,7.00,4.00,1153.00,4.00,999.00,0.00,1.00,1.00
36.00,10,2.00,5.00,2.00,1.00,2.00,1.00,5.00,1.00,59.00,1.00,999.00,0.00,1.00,2.00
56.00,10,1.00,5.00,3.00,1.00,2.00,2.00,6.00,4.00,150.00,2.00,999.00,0.00,1.00,2.00
50.00,2,1.00,6.00,2.00,1.00,2.00,1.00,8.00,4.00,794.00,1.00,999.00,0.00,1.00,2.00
35.00,10,1.00,5.00,2.00,2.00,2.00,2.00,5.00,2.00,211.00,1.00,999.00,0.00,1.00,2.00
48.00,8,3.00,4.00,2.00,1.00,2.00,1.00,4.00,1.00,90.00,3.00,999.00,1.00,2.00,2.00
46.00,8,3.00,4.00,2.00,1.00,2.00,2.00,5.00,2.00,78.00,1.00,999.00,0.00,1.00,2.00
53.00,1,2.00,1.00,2.00,3.00,3.00,1.00,3.00,4.00,362.00,1.00,9.00,2.00,3.00,1.00
27.00,10,2.00,5.00,2.00,2.00,2.00,1.00,5.00,2.00,170.00,3.00,999.00,0.00,1.00,2.00
23.00,2,2.00,4.00,2.00,1.00,2.00,1.00,7.00,2.00,141.00,3.00,999.00,0.00,1.00,2.00
45.00,6,1.00,1.00,2.00,1.00,2.00,1.00,8.00,3.00,45.00,2.00,999.00,0.00,1.00,2.00
35.00,2,1.00,4.00,2.00,2.00,2.00,1.00,9.00,1.00,415.00,1.00,999.00,2.00,2.00,1.00
36.00,1,1.00,1.00,2.00,2.00,1.00,2.00,6.00,3.00,920.00,1.00,999.00,0.00,1.00,1.00
38.00,1,2.00,3.00,2.00,2.00,2.00,2.00,5.00,1.00,118.00,6.00,999.00,0.00,1.00,2.00
43.00,2,1.00,4.00,2.00,1.00,2.00,2.00,5.00,3.00,61.00,2.00,999.00,1.00,2.00,2.00
27.00,10,2.00,2.00,2.00,1.00,2.00,1.00,7.00,3.00,71.00,1.00,999.00,0.00,1.00,2.00
49.00,8,1.00,4.00,2.00,2.00,1.00,2.00,6.00,4.00,374.00,3.00,999.00,0.00,1.00,2.00
34.00,2,2.00,4.00,2.00,2.00,2.00,2.00,5.00,5.00,176.00,2.00,999.00,0.00,1.00,2.00
45.00,6,1.00,6.00,2.00,2.00,2.00,2.00,6.00,4.00,484.00,8.00,999.00,0.00,1.00,2.00
42.00,2,3.00,2.00,2.00,1.00,1.00,1.00,8.00,5.00,153.00,1.00,999.00,0.00,1.00,2.00
41.00,1,3.00,7.00,2.00,1.00,1.00,2.00,5.00,3.00,343.00,1.00,999.00,0.00,1.00,2.00
53.00,2,1.00,2.00,3.00,2.00,2.00,1.00,8.00,2.00,18.00,11.00,999.00,0.00,1.00,2.00
39.00,2,1.00,4.00,2.00,2.00,2.00,2.00,5.00,5.00,229.00,2.00,999.00,0.00,1.00,2.00
49.00,1,1.00,3.00,3.00,1.00,1.00,2.00,6.00,2.00,131.00,5.00,999.00,0.00,1.00,2.00
36.00,8,1.00,4.00,2.00,1.00,2.00,2.00,5.00,1.00,195.00,4.00,999.00,0.00,1.00,2.00
37.00,3,1.00,2.00,2.00,1.00,2.00,1.00,5.00,1.00,79.00,5.00,999.00,0.00,1.00,2.00
57.00,7,1.00,2.00,3.00,1.00,2.00,2.00,7.00,1.00,40.00,1.00,999.00,0.00,1.00,2.00
35.00,1,1.00,7.00,3.00,2.00,2.00,2.00,6.00,4.00,144.00,7.00,999.00,0.00,1.00,2.00
52.00,10,2.00,5.00,2.00,1.00,2.00,1.00,8.00,3.00,72.00,2.00,999.00,0.00,1.00,2.00
34.00,8,1.00,1.00,2.00,1.00,2.00,2.00,6.00,1.00,274.00,2.00,999.00,0.00,1.00,2.00
42.00,7,1.00,4.00,2.00,2.00,2.00,2.00,5.00,2.00,83.00,1.00,999.00,0.00,1.00,2.00
50.00,5,1.00,2.00,2.00,1.00,2.00,1.00,7.00,4.00,161.00,2.00,999.00,0.00,1.00,2.00
43.00,2,1.00,4.00,2.00,2.00,2.00,1.00,7.00,1.00,240.00,1.00,999.00,0.00,1.00,2.00
42.00,2,2.00,4.00,2.00,1.00,2.00,1.00,8.00,3.00,138.00,1.00,999.00,0.00,1.00,2.00
33.00,8,1.00,4.00,2.00,2.00,2.00,2.00,7.00,3.00,139.00,4.00,999.00,0.00,1.00,2.00
34.00,10,1.00,5.00,2.00,2.00,2.00,1.00,8.00,1.00,187.00,1.00,999.00,0.00,1.00,2.00
28.00,2,2.00,6.00,2.00,2.00,2.00,2.00,6.00,3.00,643.00,1.00,999.00,0.00,1.00,2.00
42.00,2,2.00,5.00,2.00,2.00,2.00,1.00,4.00,2.00,262.00,1.00,999.00,0.00,1.00,2.00
22.00,1,2.00,1.00,2.00,1.00,2.00,1.00,5.00,4.00,283.00,2.00,999.00,0.00,1.00,2.00
38.00,4,1.00,1.00,3.00,3.00,3.00,2.00,6.00,4.00,138.00,1.00,999.00,0.00,1.00,2.00
47.00,1,1.00,7.00,2.00,1.00,2.00,1.00,8.00,2.00,308.00,2.00,999.00,0.00,1.00,2.00
45.00,1,3.00,1.00,2.00,1.00,2.00,2.00,5.00,3.00,455.00,3.00,999.00,0.00,1.00,2.00
31.00,11,1.00,5.00,2.00,1.00,2.00,1.00,5.00,2.00,32.00,1.00,999.00,0.00,1.00,2.00
39.00,4,1.00,3.00,3.00,2.00,2.00,2.00,5.00,1.00,69.00,2.00,999.00,0.00,1.00,2.00
35.00,1,1.00,7.00,2.00,1.00,2.00,1.00,5.00,4.00,406.00,1.00,999.00,0.00,1.00,2.00
45.00,1,1.00,3.00,3.00,2.00,2.00,2.00,6.00,3.00,199.00,3.00,999.00,0.00,1.00,2.00
48.00,10,1.00,2.00,2.00,1.00,2.00,1.00,8.00,2.00,64.00,1.00,999.00,0.00,1.00,2.00
48.00,5,1.00,2.00,2.00,1.00,1.00,1.00,10.00,3.00,157.00,2.00,999.00,0.00,1.00,2.00
58.00,10,1.00,5.00,3.00,1.00,2.00,2.00,6.00,5.00,16.00,8.00,999.00,0.00,1.00,2.00
56.00,6,3.00,3.00,2.00,2.00,2.00,1.00,7.00,2.00,547.00,6.00,999.00,0.00,1.00,2.00
52.00,1,2.00,1.00,2.00,2.00,2.00,1.00,6.00,5.00,174.00,2.00,3.00,1.00,3.00,1.00
56.00,5,1.00,2.00,2.00,1.00,2.00,2.00,5.00,3.00,29.00,1.00,999.00,0.00,1.00,2.00
36.00,4,1.00,4.00,2.00,1.00,1.00,2.00,5.00,5.00,135.00,3.00,999.00,0.00,1.00,2.00
46.00,1,1.00,3.00,3.00,1.00,2.00,2.00,5.00,4.00,114.00,9.00,999.00,0.00,1.00,2.00
43.00,3,1.00,2.00,2.00,2.00,2.00,2.00,5.00,2.00,535.00,1.00,999.00,0.00,1.00,2.00
44.00,10,2.00,5.00,2.00,2.00,2.00,1.00,4.00,3.00,609.00,1.00,999.00,0.00,1.00,2.00
35.00,10,1.00,5.00,2.00,1.00,2.00,1.00,4.00,5.00,86.00,1.00,999.00,0.00,1.00,2.00
46.00,2,1.00,4.00,2.00,2.00,2.00,1.00,5.00,3.00,64.00,1.00,999.00,0.00,1.00,2.00
40.00,10,3.00,5.00,2.00,2.00,2.00,1.00,8.00,2.00,279.00,4.00,999.00,0.00,1.00,2.00
40.00,2,2.00,4.00,3.00,2.00,2.00,2.00,6.00,1.00,349.00,2.00,999.00,0.00,1.00,2.00
31.00,4,1.00,4.00,2.00,2.00,2.00,2.00,6.00,2.00,680.00,2.00,999.00,0.00,1.00,2.00
53.00,7,1.00,3.00,2.00,1.00,2.00,1.00,11.00,2.00,76.00,1.00,999.00,0.00,1.00,2.00
43.00,1,1.00,3.00,3.00,1.00,1.00,2.00,5.00,1.00,149.00,6.00,999.00,0.00,1.00,2.00
29.00,2,3.00,4.00,2.00,1.00,2.00,1.00,11.00,2.00,920.00,2.00,999.00,0.00,1.00,2.00
46.00,2,1.00,2.00,2.00,2.00,2.00,1.00,8.00,4.00,87.00,5.00,999.00,0.00,1.00,2.00
44.00,10,1.00,5.00,2.00,1.00,2.00,1.00,8.00,1.00,63.00,6.00,999.00,0.00,1.00,2.00
32.00,10,2.00,4.00,2.00,1.00,2.00,2.00,5.00,2.00,237.00,1.00,999.00,0.00,1.00,2.00
39.00,2,1.00,5.00,2.00,2.00,2.00,2.00,6.00,5.00,32.00,5.00,999.00,0.00,1.00,2.00
36.00,8,2.00,6.00,2.00,2.00,2.00,2.00,5.00,2.00,137.00,1.00,999.00,0.00,1.00,2.00
28.00,1,2.00,3.00,3.00,2.00,2.00,1.00,7.00,3.00,186.00,1.00,999.00,0.00,1.00,2.00
37.00,5,1.00,2.00,2.00,2.00,2.00,2.00,5.00,1.00,337.00,2.00,999.00,0.00,1.00,2.00
26.00,10,2.00,5.00,2.00,1.00,2.00,1.00,6.00,2.00,163.00,2.00,3.00,1.00,3.00,1.00
47.00,1,1.00,3.00,3.00,1.00,2.00,2.00,5.00,1.00,897.00,5.00,999.00,0.00,1.00,2.00
53.00,2,1.00,2.00,3.00,1.00,2.00,1.00,9.00,2.00,81.00,5.00,999.00,0.00,1.00,2.00
29.00,2,1.00,2.00,2.00,2.00,2.00,1.00,5.00,3.00,6.00,5.00,999.00,0.00,1.00,2.00
46.00,11,1.00,1.00,2.00,1.00,2.00,1.00,8.00,4.00,64.00,1.00,999.00,0.00,1.00,2.00
46.00,8,1.00,4.00,3.00,2.00,1.00,1.00,7.00,1.00,336.00,4.00,999.00,0.00,1.00,2.00
20.00,9,2.00,6.00,2.00,1.00,1.00,1.00,4.00,5.00,180.00,2.00,999.00,0.00,1.00,2.00
48.00,2,2.00,4.00,2.00,1.00,2.00,1.00,8.00,1.00,48.00,5.00,999.00,0.00,1.00,2.00
68.00,6,1.00,3.00,2.00,1.00,2.00,1.00,10.00,2.00,102.00,1.00,6.00,2.00,3.00,1.00
39.00,2,1.00,2.00,2.00,2.00,2.00,1.00,11.00,4.00,240.00,1.00,999.00,0.00,1.00,2.00
46.00,10,1.00,5.00,2.00,2.00,1.00,2.00,6.00,5.00,197.00,3.00,999.00,0.00,1.00,2.00
41.00,7,1.00,2.00,2.00,1.00,2.00,1.00,4.00,4.00,884.00,1.00,999.00,1.00,2.00,2.00
30.00,10,2.00,5.00,3.00,1.00,2.00,1.00,8.00,3.00,46.00,9.00,999.00,0.00,1.00,2.00
38.00,8,1.00,1.00,2.00,2.00,2.00,2.00,5.00,3.00,166.00,1.00,999.00,0.00,1.00,2.00
29.00,10,1.00,2.00,2.00,1.00,2.00,1.00,4.00,1.00,192.00,1.00,999.00,1.00,2.00,1.00
38.00,1,1.00,7.00,2.00,1.00,2.00,1.00,5.00,1.00,135.00,2.00,999.00,0.00,1.00,2.00
50.00,2,1.00,4.00,2.00,1.00,2.00,1.00,7.00,2.00,98.00,2.00,999.00,1.00,2.00,2.00
33.00,2,1.00,2.00,2.00,1.00,2.00,2.00,5.00,4.00,139.00,2.00,999.00,0.00,1.00,2.00
46.00,2,1.00,2.00,2.00,2.00,2.00,1.00,11.00,4.00,358.00,1.00,999.00,1.00,2.00,2.00
48.00,2,1.00,2.00,2.00,1.00,2.00,2.00,8.00,2.00,58.00,2.00,999.00,0.00,1.00,2.00
34.00,4,2.00,4.00,2.00,2.00,2.00,1.00,5.00,2.00,351.00,7.00,999.00,1.00,2.00,2.00
33.00,2,2.00,2.00,2.00,1.00,2.00,1.00,5.00,4.00,143.00,1.00,999.00,0.00,1.00,2.00
37.00,10,1.00,5.00,2.00,1.00,2.00,1.00,8.00,3.00,414.00,1.00,999.00,0.00,1.00,1.00
29.00,1,2.00,1.00,2.00,1.00,2.00,1.00,3.00,2.00,152.00,13.00,999.00,0.00,1.00,2.00
53.00,3,1.00,3.00,2.00,2.00,2.00,2.00,6.00,1.00,339.00,2.00,999.00,0.00,1.00,2.00
37.00,10,2.00,2.00,2.00,1.00,2.00,2.00,5.00,2.00,370.00,1.00,999.00,0.00,1.00,2.00
46.00,2,3.00,2.00,2.00,2.00,2.00,2.00,6.00,4.00,138.00,2.00,999.00,0.00,1.00,2.00
30.00,2,1.00,2.00,2.00,1.00,1.00,1.00,8.00,4.00,67.00,1.00,999.00,0.00,1.00,2.00
21.00,9,2.00,4.00,2.00,2.00,2.00,1.00,10.00,2.00,701.00,2.00,999.00,0.00,1.00,1.00
35.00,10,1.00,2.00,2.00,1.00,2.00,1.00,8.00,4.00,35.00,10.00,999.00,0.00,1.00,2.00
44.00,1,2.00,1.00,2.00,1.00,1.00,1.00,11.00,2.00,182.00,1.00,999.00,0.00,1.00,2.00
37.00,5,1.00,2.00,2.00,2.00,2.00,1.00,4.00,1.00,666.00,1.00,999.00,0.00,1.00,2.00
32.00,10,1.00,5.00,2.00,2.00,2.00,1.00,5.00,5.00,158.00,2.00,999.00,1.00,2.00,2.00
25.00,2,2.00,2.00,2.00,1.00,2.00,1.00,7.00,4.00,271.00,5.00,999.00,0.00,1.00,2.00
32.00,1,3.00,5.00,2.00,1.00,2.00,1.00,7.00,5.00,62.00,2.00,999.00,0.00,1.00,2.00
33.00,8,3.00,4.00,2.00,2.00,2.00,1.00,5.00,2.00,262.00,2.00,999.00,0.00,1.00,2.00
47.00,1,1.00,3.00,2.00,1.00,2.00,2.00,5.00,2.00,133.00,6.00,999.00,0.00,1.00,2.00
34.00,2,1.00,2.00,2.00,2.00,2.00,1.00,7.00,1.00,416.00,4.00,999.00,0.00,1.00,2.00
52.00,5,1.00,2.00,2.00,2.00,2.00,2.00,11.00,1.00,22.00,3.00,999.00,0.00,1.00,2.00
29.00,1,2.00,1.00,2.00,1.00,2.00,1.00,5.00,3.00,427.00,1.00,999.00,0.00,1.00,2.00
32.00,1,1.00,4.00,3.00,2.00,2.00,2.00,6.00,1.00,353.00,2.00,999.00,0.00,1.00,2.00
31.00,10,1.00,2.00,2.00,1.00,2.00,1.00,8.00,3.00,239.00,1.00,999.00,0.00,1.00,2.00
47.00,7,1.00,1.00,3.00,1.00,2.00,1.00,11.00,5.00,258.00,1.00,999.00,1.00,2.00,2.00
35.00,2,1.00,4.00,2.00,1.00,2.00,1.00,3.00,4.00,117.00,2.00,999.00,0.00,1.00,1.00
30.00,10,2.00,6.00,2.00,1.00,1.00,1.00,10.00,1.00,195.00,1.00,999.00,3.00,2.00,2.00
32.00,10,2.00,2.00,2.00,2.00,1.00,1.00,8.00,4.00,65.00,8.00,999.00,0.00,1.00,2.00
46.00,2,1.00,5.00,2.00,2.00,2.00,1.00,7.00,5.00,359.00,1.00,999.00,0.00,1.00,2.00
48.00,10,1.00,5.00,2.00,1.00,2.00,2.00,5.00,4.00,237.00,2.00,999.00,0.00,1.00,2.00
30.00,2,2.00,2.00,2.00,1.00,2.00,1.00,8.00,4.00,1109.00,11.00,999.00,0.00,1.00,1.00
38.00,10,1.00,5.00,2.00,1.00,2.00,1.00,9.00,5.00,166.00,1.00,999.00,0.00,1.00,2.00
51.00,4,3.00,4.00,2.00,1.00,2.00,1.00,7.00,4.00,241.00,2.00,999.00,0.00,1.00,2.00
28.00,9,2.00,1.00,3.00,1.00,2.00,2.00,5.00,2.00,354.00,1.00,999.00,0.00,1.00,2.00
38.00,1,1.00,1.00,2.00,1.00,2.00,2.00,5.00,3.00,151.00,1.00,999.00,0.00,1.00,2.00
30.00,10,2.00,5.00,2.00,2.00,2.00,2.00,5.00,1.00,480.00,1.00,999.00,0.00,1.00,2.00
34.00,2,2.00,4.00,2.00,2.00,2.00,2.00,5.00,4.00,63.00,3.00,999.00,0.00,1.00,2.00
26.00,1,1.00,5.00,2.00,3.00,3.00,2.00,8.00,2.00,11.00,1.00,999.00,0.00,1.00,2.00
37.00,3,1.00,5.00,2.00,2.00,2.00,1.00,11.00,5.00,18.00,7.00,999.00,0.00,1.00,2.00
43.00,1,1.00,1.00,2.00,1.00,2.00,1.00,7.00,5.00,83.00,2.00,999.00,0.00,1.00,2.00
56.00,1,1.00,3.00,3.00,2.00,2.00,1.00,5.00,4.00,373.00,1.00,999.00,0.00,1.00,2.00
58.00,2,1.00,4.00,2.00,2.00,2.00,1.00,8.00,5.00,528.00,1.00,999.00,0.00,1.00,2.00
27.00,5,2.00,2.00,2.00,1.00,1.00,1.00,4.00,1.00,21.00,4.00,999.00,1.00,2.00,2.00
38.00,1,1.00,3.00,2.00,1.00,1.00,2.00,6.00,5.00,11.00,3.00,999.00,0.00,1.00,2.00
57.00,3,2.00,2.00,2.00,2.00,1.00,1.00,4.00,1.00,7.00,4.00,999.00,0.00,1.00,2.00
32.00,10,1.00,5.00,2.00,1.00,2.00,1.00,8.00,4.00,183.00,7.00,999.00,0.00,1.00,2.00
34.00,2,2.00,2.00,3.00,2.00,1.00,1.00,8.00,1.00,103.00,3.00,999.00,0.00,1.00,2.00
50.00,1,1.00,6.00,3.00,2.00,2.00,1.00,7.00,4.00,114.00,1.00,999.00,0.00,1.00,2.00
36.00,8,1.00,2.00,2.00,1.00,2.00,1.00,5.00,1.00,97.00,2.00,999.00,1.00,2.00,2.00
37.00,7,3.00,2.00,2.00,1.00,2.00,2.00,5.00,5.00,491.00,1.00,999.00,0.00,1.00,2.00
46.00,7,3.00,1.00,3.00,2.00,2.00,1.00,11.00,4.00,486.00,1.00,999.00,0.00,1.00,2.00
33.00,1,1.00,7.00,2.00,2.00,1.00,1.00,7.00,2.00,289.00,3.00,999.00,0.00,1.00,2.00
59.00,2,1.00,3.00,3.00,1.00,1.00,1.00,8.00,2.00,292.00,2.00,999.00,0.00,1.00,2.00
32.00,1,2.00,7.00,2.00,3.00,3.00,2.00,7.00,2.00,59.00,4.00,999.00,0.00,1.00,2.00
27.00,2,2.00,2.00,2.00,1.00,2.00,1.00,8.00,3.00,398.00,4.00,999.00,1.00,2.00,1.00
29.00,10,1.00,5.00,2.00,2.00,2.00,2.00,5.00,3.00,65.00,2.00,999.00,0.00,1.00,2.00
25.00,10,2.00,5.00,2.00,1.00,2.00,1.00,7.00,4.00,783.00,1.00,999.00,0.00,1.00,2.00
33.00,11,1.00,4.00,2.00,1.00,1.00,1.00,10.00,2.00,301.00,2.00,999.00,0.00,1.00,1.00
34.00,2,1.00,2.00,3.00,2.00,2.00,2.00,5.00,4.00,134.00,1.00,999.00,0.00,1.00,2.00
29.00,2,2.00,2.00,2.00,2.00,2.00,1.00,8.00,1.00,62.00,2.00,999.00,0.00,1.00,2.00
34.00,2,2.00,7.00,2.00,2.00,2.00,1.00,4.00,1.00,28.00,5.00,999.00,0.00,1.00,2.00
46.00,5,1.00,4.00,3.00,1.00,2.00,1.00,7.00,4.00,58.00,1.00,999.00,0.00,1.00,2.00
30.00,8,1.00,2.00,2.00,1.00,2.00,2.00,6.00,1.00,83.00,4.00,999.00,0.00,1.00,2.00
29.00,8,1.00,4.00,2.00,1.00,1.00,2.00,5.00,3.00,27.00,3.00,999.00,0.00,1.00,2.00
56.00,6,1.00,5.00,3.00,2.00,2.00,2.00,5.00,5.00,27.00,2.00,999.00,0.00,1.00,2.00
50.00,1,1.00,1.00,2.00,1.00,2.00,1.00,4.00,1.00,567.00,1.00,999.00,0.00,1.00,1.00
52.00,5,1.00,5.00,2.00,3.00,3.00,2.00,5.00,5.00,135.00,2.00,999.00,0.00,1.00,2.00
58.00,6,1.00,2.00,2.00,2.00,2.00,1.00,5.00,3.00,109.00,1.00,999.00,1.00,2.00,2.00
59.00,6,3.00,3.00,2.00,1.00,2.00,2.00,10.00,5.00,152.00,4.00,999.00,0.00,1.00,2.00
40.00,5,1.00,2.00,2.00,2.00,2.00,2.00,6.00,4.00,136.00,1.00,999.00,0.00,1.00,2.00
39.00,1,1.00,7.00,3.00,2.00,2.00,2.00,5.00,4.00,286.00,3.00,999.00,0.00,1.00,2.00
31.00,2,2.00,2.00,2.00,2.00,2.00,1.00,8.00,4.00,331.00,2.00,999.00,0.00,1.00,2.00
33.00,8,1.00,4.00,3.00,1.00,2.00,2.00,6.00,5.00,106.00,3.00,999.00,0.00,1.00,2.00
30.00,3,1.00,5.00,2.00,1.00,2.00,2.00,6.00,2.00,775.00,3.00,999.00,0.00,1.00,1.00
72.00,6,1.00,3.00,2.00,2.00,2.00,1.00,10.00,5.00,155.00,1.00,6.00,1.00,3.00,2.00
43.00,1,1.00,1.00,2.00,3.00,3.00,2.00,6.00,5.00,37.00,1.00,999.00,0.00,1.00,2.00
31.00,1,1.00,4.00,2.00,1.00,2.00,1.00,7.00,5.00,45.00,2.00,999.00,0.00,1.00,2.00
40.00,1,1.00,3.00,3.00,2.00,2.00,2.00,5.00,3.00,267.00,7.00,999.00,0.00,1.00,2.00
45.00,1,1.00,5.00,2.00,1.00,2.00,1.00,5.00,5.00,157.00,3.00,999.00,0.00,1.00,2.00
36.00,2,2.00,2.00,2.00,2.00,2.00,1.00,11.00,4.00,428.00,1.00,999.00,0.00,1.00,2.00
33.00,10,2.00,5.00,2.00,2.00,2.00,1.00,7.00,2.00,152.00,1.00,999.00,0.00,1.00,2.00
86.00,6,1.00,3.00,3.00,1.00,2.00,1.00,3.00,2.00,186.00,2.00,999.00,2.00,2.00,2.00
37.00,2,2.00,4.00,2.00,1.00,2.00,1.00,7.00,1.00,291.00,1.00,999.00,0.00,1.00,2.00
66.00,6,1.00,3.00,2.00,1.00,2.00,1.00,3.00,2.00,229.00,1.00,6.00,1.00,3.00,1.00
39.00,5,1.00,2.00,2.00,2.00,2.00,2.00,6.00,1.00,721.00,3.00,999.00,0.00,1.00,1.00
62.00,2,3.00,2.00,2.00,1.00,2.00,1.00,11.00,3.00,572.00,1.00,999.00,0.00,1.00,2.00
37.00,2,2.00,2.00,2.00,1.00,1.00,1.00,5.00,5.00,171.00,1.00,999.00,0.00,1.00,2.00
41.00,1,1.00,7.00,2.00,2.00,2.00,2.00,5.00,2.00,592.00,1.00,999.00,0.00,1.00,2.00
38.00,10,2.00,2.00,2.00,1.00,2.00,1.00,6.00,2.00,68.00,1.00,999.00,0.00,1.00,2.00
37.00,1,2.00,7.00,2.00,1.00,2.00,1.00,4.00,5.00,99.00,2.00,999.00,0.00,1.00,2.00
45.00,2,1.00,2.00,2.00,2.00,2.00,1.00,7.00,2.00,345.00,4.00,999.00,0.00,1.00,2.00
